dates,symbol,open,close,high,low,volume,adj_close
11/19/2024 0:00,MANA-USD,0.41535601,0.408241004,0.421218991,0.394699991,91699363,0.408241004
11/19/2024 0:00,GRG-USD,1.243327975273132,1.222818017,1.255085945129394,1.222818017,9,1.222818017
11/19/2024 0:00,WSI20848-USD,0.009709,0.009733,0.01262,0.009612,832010,0.009733
11/19/2024 0:00,GO-USD,0.003186,0.003437,0.003548,0.002791,1370,0.003437
11/19/2024 0:00,LAND11245-USD,1.593989968299865,1.448215961456298,1.595350980758667,1.428015947341919,144640,1.448215961456298
11/19/2024 0:00,PKT9523-USD,0.000975,0.000946,0.000975,0.000946,2080,0.000946
11/19/2024 0:00,CHEEMS-USD,0.000941,0.001058,0.00131,0.000909,72255,0.001058
11/19/2024 0:00,CPU8295-USD,0.010781,0.010957,0.011107,0.010763,28748,0.010957
11/19/2024 0:00,VSP-USD,0.297437996,0.341145009,0.423397005,0.297425002,7196,0.341145009
11/19/2024 0:00,LUCA-USD,2.052270889282226,1.951611995697021,2.052270889282226,1.944506049156189,87497,1.951611995697021
11/19/2024 0:00,SYLO-USD,0.000865,0.000843,0.000877,0.000837,888265,0.000843
11/19/2024 0:00,DINGO16185-USD,7.000000096013537e-06,7.000000096013537e-06,9.000000318337698e-06,6.000000212225132e-06,155455,7.000000096013537e-06
11/19/2024 0:00,OXB-USD,0.470773011,0.470326006,0.473562986,0.464711994,6109,0.470326006
11/19/2024 0:00,TKS-USD,0.010368,0.010168,0.010377,0.010168,15,0.010168
11/19/2024 0:00,AKITA-USD,0,0,0,0,313761,0
11/19/2024 0:00,BBS18184-USD,0.028032999,0.027287999,0.028178001,0.026969001,97,0.027287999
11/19/2024 0:00,GZONE-USD,0.007493,0.007607,0.007634,0.007207,1588,0.007607
11/19/2024 0:00,MTD21418-USD,0.026931001,0.02651,0.026932999,0.026186001,9468,0.02651
11/19/2024 0:00,JOY-USD,0.004521,0.004533,0.004559,0.00451,101536,0.004533
11/19/2024 0:00,TOWER-USD,0.00132,0.001417,0.001439,0.001238,31758,0.001417
11/19/2024 0:00,LCC-USD,0.00181,0.001846,0.00188,0.00181,6,0.001846
11/19/2024 0:00,TENT-USD,0.107836001,0.105844997,0.107836001,0.104621999,0,0.105844997
11/19/2024 0:00,BTR4167-USD,0.039483,0.041255001,0.043189999,0.039016001,9717251,0.041255001
11/19/2024 0:00,XPM-USD,0.036228001,0.035998002,0.037087999,0.035716001,3487,0.035998002
11/19/2024 0:00,IMT-USD,0.000469,0.000477,0.000486,0.000469,0,0.000477
11/19/2024 0:00,RBW-USD,0.030537,0.030561,0.030564999,0.030528,0,0.030561
11/19/2024 0:00,DDX-USD,0.076843999,0.074800998,0.077494003,0.073927999,68,0.074800998
11/19/2024 0:00,GSWAP-USD,0.183116004,0.157512993,0.183116004,0.154442996,23435,0.157512993
11/19/2024 0:00,VERSE22929-USD,0.000192,0.000188,0.000192,0.000186,30366,0.000188
11/19/2024 0:00,SIN12813-USD,0.003136,0.003068,0.003149,0.003063,180390,0.003068
11/19/2024 0:00,SHIBDOGE-USD,0,0,0,0,117523,0
11/19/2024 0:00,WALV-USD,0.009009,0.009,0.00914,0.008917,314075,0.009
11/19/2024 0:00,BWO-USD,0.003243,0.002734,0.003261,0.00262,130241,0.002734
11/19/2024 0:00,WBCH-USD,,,,,,
11/19/2024 0:00,MOOV-USD,0.001809,0.001767,0.001866,0.001766,517248,0.001767
11/19/2024 0:00,WWDOGE-USD,0.372009009,0.390017986,0.418300003,0.327654004,310239,0.390017986
11/19/2024 0:00,WWY-USD,0.00141,0.001401,0.001533,0.00135,1488005,0.001401
11/19/2024 0:00,BLT12182-USD,0.003211,0.003217,0.003227,0.003065,637,0.003217
11/19/2024 0:00,IMPT22985-USD,0.004516,0.004352,0.004532,0.004207,531703,0.004352
11/19/2024 0:00,PPT-USD,0.130434006,0.127541006,0.146973997,0.101314001,105748,0.127541006
11/19/2024 0:00,MNFT17543-USD,1.2999999853491312e-05,1.700000029813964e-05,2.999999924213625e-05,9.999999747378752e-06,2519,1.700000029813964e-05
11/19/2024 0:00,LITH-USD,0.00026,0.000236,0.000263,0.000217,241976,0.000236
11/19/2024 0:00,XRP-USD,1.117894053459167,1.101946949958801,1.145794034004211,1.073827028274536,5884163705,1.101946949958801
11/19/2024 0:00,UMB-USD,0.007016,0.007791,0.00794,0.006962,257265,0.007791
11/19/2024 0:00,FNCY-USD,0.006737,0.006676,0.006903,0.006513,3961,0.006676
11/19/2024 0:00,SPH-USD,0.001097,0.001098,0.001099,0.001097,77,0.001098
11/19/2024 0:00,HAM-USD,0,0,0,0,125210,0
11/19/2024 0:00,COVAL-USD,0.001711,0.001662,0.0018,0.001541,14598,0.001662
11/19/2024 0:00,BNUSD-USD,,,,,,
11/19/2024 0:00,POLK-USD,0.023530001,0.023714,0.025294,0.023047,107650,0.023714
11/19/2024 0:00,DAD-USD,0.004573,0.004655,0.005535,0.003672,5135,0.004655
11/19/2024 0:00,MINT10977-USD,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,2820,3.000000106112566e-06
11/19/2024 0:00,CPH-USD,0.005947,0.005529,0.005948,0.003721,14385,0.005529
11/19/2024 0:00,PRX18094-USD,0.183613002,0.199321002,0.222044006,0.179279998,171396,0.199321002
11/19/2024 0:00,GOVI-USD,0.084048003,0.081049003,0.084137,0.080913,5072,0.081049003
11/19/2024 0:00,FB11308-USD,0.583627999,0.586130977,0.593626976,0.581852973,2890281,0.586130977
11/19/2024 0:00,KICK-USD,0.015329,0.018131001,0.018196,0.015329,12,0.018131001
11/19/2024 0:00,DFYN-USD,0.006382,0.00624,0.006418,0.006221,100164,0.00624
11/19/2024 0:00,NVIR-USD,0.001421,0.001404,0.001457,0.001384,62251,0.001404
11/19/2024 0:00,WEST-USD,0.010963,0.011137,0.011588,0.009073,7905,0.011137
11/19/2024 0:00,MENGO-USD,0.363698006,0.339713991,0.376008004,0.339271992,423792,0.339713991
11/19/2024 0:00,NFTX-USD,22.64892006,22.665298461914062,23.724254608154297,22.64892006,973,22.665298461914062
11/19/2024 0:00,MIR7857-USD,0.017123001,0.028843001,0.037032001,0.016199,1035487,0.028843001
11/19/2024 0:00,XEP-USD,0.000397,0.000369,0.000398,0.000368,189531,0.000369
11/19/2024 0:00,CARR21704-USD,0.004455,0.003886,0.004527,0.003663,258694,0.003886
11/19/2024 0:00,GAME10861-USD,0.064383,0.059649002,0.064516999,0.059135001,242554,0.059649002
11/19/2024 0:00,TRIX-USD,0.000906,0.000923,0.00094,0.000904,0,0.000923
11/19/2024 0:00,RIDE-USD,0.002689,0.002213,0.002736,0.00217,50413,0.002213
11/19/2024 0:00,OOE-USD,0.009139,0.009089,0.009249,0.008992,205139,0.009089
11/19/2024 0:00,OLE-USD,0.011074,0.011633,0.011973,0.010922,259201,0.011633
11/19/2024 0:00,URUS-USD,2.449076890945434,2.4361789226531982,2.648384094238281,2.407100915908813,1508,2.4361789226531982
11/19/2024 0:00,GXA-USD,0.00174,0.001744,0.001819,0.001696,39120,0.001744
11/19/2024 0:00,FUND-USD,0.080043003,0.077852003,0.080044001,0.068700999,12816,0.077852003
11/19/2024 0:00,AXIS8849-USD,0.005424,0.005493,0.005562,0.00542,349,0.005493
11/19/2024 0:00,BRWL-USD,0.001772,0.001723,0.00183,0.001684,390766,0.001723
11/19/2024 0:00,FCON-USD,0.000121,0.000112,0.000121,0.000111,60725,0.000112
11/19/2024 0:00,LAMB-USD,0.001718,0.00172,0.001786,0.001703,1096199,0.00172
11/19/2024 0:00,PORNROCKET-USD,0,0,0,0,270,0
11/19/2024 0:00,RING-USD,0.002158,0.002104,0.002235,0.002085,65727,0.002104
11/19/2024 0:00,ETHAX-USD,0.012394,0.030025,0.030029999,0.012391,116,0.030025
11/19/2024 0:00,HZN-USD,0.014437,0.013904,0.014558,0.013677,43279,0.013904
11/19/2024 0:00,DARK-USD,0.022249,0.022888999,0.022996999,0.021818001,356355,0.022888999
11/19/2024 0:00,FLAME-USD,0.024336001,0.022322999,0.024842,0.021833001,211638,0.022322999
11/19/2024 0:00,LSS-USD,0.055916999,0.053792998,0.05618,0.053621002,83102,0.053792998
11/19/2024 0:00,MNTL-USD,0.002288,0.003065,0.003222,0.002262,246446,0.003065
11/19/2024 0:00,RGT-USD,0.242254004,0.235376999,0.243807003,0.235376999,792,0.235376999
11/19/2024 0:00,VEST-USD,0.000906,0.000923,0.00094,0.000904,0,0.000923
11/19/2024 0:00,CTP-USD,0.003907,0.004534,0.004824,0.003902,363755,0.004534
11/19/2024 0:00,MONI-USD,0.008092,0.007661,0.008125,0.007581,183583,0.007661
11/19/2024 0:00,RET20013-USD,0,0,0,0,1279674,0
11/19/2024 0:00,BTS-USD,0.002034,0.002022,0.002072,0.002008,59186,0.002022
11/19/2024 0:00,KAN-USD,0.000714,0.000723,0.000726,0.000708,177532,0.000723
11/19/2024 0:00,REV3L-USD,0.007091,0.00723,0.007851,0.007023,107775,0.00723
11/19/2024 0:00,PCX-USD,0.090227,0.098095998,0.099157996,0.090214998,89745,0.098095998
11/19/2024 0:00,BIZA-USD,0.001529,0.001741,0.001769,0.00152,957088,0.001741
11/19/2024 0:00,VAI-USD,0.998678029,1.000025987625122,1.008193016052246,0.998317003,300388,1.000025987625122
11/19/2024 0:00,APM-USD,0.003475,0.003434,0.00349,0.003411,115839,0.003434
11/19/2024 0:00,RFOX-USD,0.001259,0.001102,0.001386,0.00109,8964,0.001102
11/19/2024 0:00,IDEA-USD,0.000608,0.000592,0.000612,0.00057,430019,0.000592
11/19/2024 0:00,KUNCI-USD,0.001558,0.001476,0.001558,0.001475,3816,0.001476
11/20/2024 0:00,MANA-USD,0.408241004,0.395043999,0.416168004,0.383046001,96698501,0.395043999
11/20/2024 0:00,GRG-USD,1.222818017,0.997780025,1.225311040878296,0.8100669980049131,127,0.997780025
11/20/2024 0:00,WSI20848-USD,0.009733,0.008908,0.009973,0.008895,108187,0.008908
11/20/2024 0:00,GO-USD,0.003437,0.003459,0.003469,0.002749,12979,0.003459
11/20/2024 0:00,LAND11245-USD,1.448215961456298,1.412065982818603,1.454728960990905,1.399355053901672,72719,1.412065982818603
11/20/2024 0:00,PKT9523-USD,0.000946,0.000941,0.000952,0.00094,44,0.000941
11/20/2024 0:00,CHEEMS-USD,0.001058,0.00092,0.001059,0.0009,34954,0.00092
11/20/2024 0:00,CPU8295-USD,0.010957,0.010658,0.011219,0.010575,25103,0.010658
11/20/2024 0:00,VSP-USD,0.341145009,0.308339,0.341704994,0.30409801,1636,0.308339
11/20/2024 0:00,LUCA-USD,1.9518799781799312,2.098176002502441,2.186503887176513,1.950991034507751,179102,2.098176002502441
11/20/2024 0:00,SYLO-USD,0.000843,0.000823,0.000851,0.000821,639565,0.000823
11/20/2024 0:00,DINGO16185-USD,7.000000096013537e-06,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,173299,7.999999979801942e-06
11/20/2024 0:00,OXB-USD,0.470326006,0.466632992,0.474689007,0.466632992,2110,0.466632992
11/20/2024 0:00,TKS-USD,0.010168,0.010156,0.010171,0.010156,15,0.010156
11/20/2024 0:00,AKITA-USD,0,0,0,0,389409,0
11/20/2024 0:00,BBS18184-USD,0.027287999,0.026854999,0.027952,0.026434001,95,0.026854999
11/20/2024 0:00,GZONE-USD,0.007607,0.007657,0.009028,0.007417,11108,0.007657
11/20/2024 0:00,MTD21418-USD,0.02651,0.027617,0.028620001,0.02651,17547,0.027617
11/20/2024 0:00,JOY-USD,0.004533,0.004563,0.004563,0.004496,76054,0.004563
11/20/2024 0:00,TOWER-USD,0.001419,0.0016,0.001685,0.001363,146331,0.0016
11/20/2024 0:00,LCC-USD,0.001846,0.001885,0.001897,0.001834,14,0.001885
11/20/2024 0:00,TENT-USD,0.105844997,0.105452999,0.107637003,0.104354002,0,0.105452999
11/20/2024 0:00,BTR4167-USD,0.041255001,0.041595999,0.044041,0.041067,9682573,0.041595999
11/20/2024 0:00,XPM-USD,0.035998002,0.037703998,0.037944999,0.035742,3,0.037703998
11/20/2024 0:00,IMT-USD,0.000477,0.000487,0.00049,0.000474,0,0.000487
11/20/2024 0:00,RBW-USD,0.030561,0.030538,0.030569,0.030526999,0,0.030538
11/20/2024 0:00,DDX-USD,0.074800998,0.122523002,0.123144999,0.072307996,261,0.122523002
11/20/2024 0:00,GSWAP-USD,0.157512993,0.161396995,0.164502993,0.156808004,5909,0.161396995
11/20/2024 0:00,VERSE22929-USD,0.000188,0.000186,0.000189,0.000184,35030,0.000186
11/20/2024 0:00,SIN12813-USD,0.003067,0.002949,0.003071,0.002931,163291,0.002949
11/20/2024 0:00,SHIBDOGE-USD,0,0,0,0,129064,0
11/20/2024 0:00,WALV-USD,0.009,0.008531,0.00905,0.008344,314301,0.008531
11/20/2024 0:00,BWO-USD,0.002734,0.002912,0.003134,0.002559,130369,0.002912
11/20/2024 0:00,WBCH-USD,,,,,,
11/20/2024 0:00,MOOV-USD,0.001767,0.001512,0.001779,0.001478,567698,0.001512
11/20/2024 0:00,WWDOGE-USD,0.390017986,0.378677994,0.394841999,0.327829987,166334,0.378677994
11/20/2024 0:00,WWY-USD,0.001402,0.001278,0.00144,0.001215,1256583,0.001278
11/20/2024 0:00,BLT12182-USD,0.003217,0.002989,0.003225,0.002803,5127,0.002989
11/20/2024 0:00,IMPT22985-USD,0.004352,0.004618,0.004686,0.004295,695211,0.004618
11/20/2024 0:00,PPT-USD,0.127541006,0.128747001,0.145336002,0.109614998,91168,0.128747001
11/20/2024 0:00,MNFT17543-USD,1.700000029813964e-05,1.1000000085914502e-05,1.700000029813964e-05,9.999999747378752e-06,1425,1.1000000085914502e-05
11/20/2024 0:00,LITH-USD,0.000236,0.000212,0.000239,0.000209,189378,0.000212
11/20/2024 0:00,XRP-USD,1.101943016052246,1.102301001548767,1.146636962890625,1.063748002052307,6409028714,1.102301001548767
11/20/2024 0:00,UMB-USD,0.007791,0.007625,0.00806,0.007543,259443,0.007625
11/20/2024 0:00,FNCY-USD,0.006676,0.00624,0.006695,0.006235,3240,0.00624
11/20/2024 0:00,SPH-USD,0.001098,0.001129,0.001129,0.001097,374,0.001129
11/20/2024 0:00,HAM-USD,0,0,0,0,116334,0
11/20/2024 0:00,COVAL-USD,0.001661,0.00188,0.001961,0.001498,34095,0.00188
11/20/2024 0:00,BNUSD-USD,,,,,,
11/20/2024 0:00,POLK-USD,0.023714,0.022166001,0.024196999,0.021709999,149622,0.022166001
11/20/2024 0:00,DAD-USD,0.004655,0.004759,0.004763,0.003697,6264,0.004759
11/20/2024 0:00,MINT10977-USD,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,1.999999994950485e-06,7203,3.000000106112566e-06
11/20/2024 0:00,CPH-USD,0.005529,0.005043,0.005531,0.004707,1254,0.005043
11/20/2024 0:00,PRX18094-USD,0.199321002,0.205771998,0.221872002,0.198080003,122911,0.205771998
11/20/2024 0:00,GOVI-USD,0.081049003,0.077128001,0.081055999,0.077082999,1707,0.077128001
11/20/2024 0:00,FB11308-USD,0.586130977,0.582324982,0.588159025,0.5789049863815301,4669613,0.582324982
11/20/2024 0:00,KICK-USD,0.018131001,0.017925,0.018252,0.017925,0,0.017925
11/20/2024 0:00,DFYN-USD,0.00624,0.006163,0.006241,0.006131,105305,0.006163
11/20/2024 0:00,NVIR-USD,0.001426,0.001425,0.001489,0.001398,68634,0.001425
11/20/2024 0:00,WEST-USD,0.011137,0.01157,0.01222,0.010998,1913,0.01157
11/20/2024 0:00,MENGO-USD,0.339713991,0.325652003,0.343326002,0.313580006,338721,0.325652003
11/20/2024 0:00,NFTX-USD,22.665298461914062,23.97206115722656,24.166322708129883,22.665298461914062,0,23.97206115722656
11/20/2024 0:00,MIR7857-USD,0.029246001,0.036424998,0.044845,0.02338,2444101,0.036424998
11/20/2024 0:00,XEP-USD,0.000369,0.000369,0.000371,0.000361,205697,0.000369
11/20/2024 0:00,CARR21704-USD,0.003886,0.003936,0.004093,0.003627,122332,0.003936
11/20/2024 0:00,GAME10861-USD,0.059470002,0.059308,0.062694997,0.058625001,233959,0.059308
11/20/2024 0:00,TRIX-USD,0.000923,0.000943,0.000949,0.000916,0,0.000943
11/20/2024 0:00,RIDE-USD,0.002213,0.002153,0.002429,0.002119,37620,0.002153
11/20/2024 0:00,OOE-USD,0.009089,0.008911,0.009241,0.008792,197140,0.008911
11/20/2024 0:00,OLE-USD,0.011633,0.010917,0.012112,0.010914,289602,0.010917
11/20/2024 0:00,URUS-USD,2.4361789226531982,2.403237104415893,2.440085887908935,2.392107009887695,1368,2.403237104415893
11/20/2024 0:00,GXA-USD,0.001744,0.001759,0.001804,0.001707,1047348,0.001759
11/20/2024 0:00,FUND-USD,0.077852003,0.071295001,0.078148,0.063350998,10013,0.071295001
11/20/2024 0:00,AXIS8849-USD,0.005493,0.005563,0.005597,0.005463,354,0.005563
11/20/2024 0:00,BRWL-USD,0.001727,0.001697,0.001828,0.001651,364881,0.001697
11/20/2024 0:00,FCON-USD,0.000112,9.999999747378752e-05,0.000114,9.999999747378752e-05,69215,9.999999747378752e-05
11/20/2024 0:00,LAMB-USD,0.001714,0.001612,0.001852,0.001603,2264740,0.001612
11/20/2024 0:00,PORNROCKET-USD,0,0,0,0,309,0
11/20/2024 0:00,RING-USD,0.002104,0.002175,0.002479,0.00206,136996,0.002175
11/20/2024 0:00,ETHAX-USD,0.030025,0.029989,0.030033,0.029989,116,0.029989
11/20/2024 0:00,HZN-USD,0.013904,0.012257,0.014012,0.012251,52077,0.012257
11/20/2024 0:00,DARK-USD,0.02279,0.023009,0.023425,0.022576001,514114,0.023009
11/20/2024 0:00,FLAME-USD,0.022322999,0.022637,0.023319,0.022283001,163966,0.022637
11/20/2024 0:00,LSS-USD,0.053792998,0.054563001,0.054919999,0.051578,79994,0.054563001
11/20/2024 0:00,MNTL-USD,0.003065,0.002902,0.00321,0.002866,133315,0.002902
11/20/2024 0:00,RGT-USD,0.235376999,0.220506996,0.235376999,0.220506996,891,0.220506996
11/20/2024 0:00,VEST-USD,0.000923,0.000943,0.000949,0.000917,0,0.000943
11/20/2024 0:00,CTP-USD,0.004537,0.004667,0.004721,0.004509,304503,0.004667
11/20/2024 0:00,MONI-USD,0.007661,0.007335,0.007729,0.007298,240292,0.007335
11/20/2024 0:00,RET20013-USD,0,0,0,0,1411343,0
11/20/2024 0:00,BTS-USD,0.002022,0.001921,0.002193,0.001865,101273,0.001921
11/20/2024 0:00,KAN-USD,0.000723,0.000717,0.000723,0.000715,103423,0.000717
11/20/2024 0:00,REV3L-USD,0.00723,0.009883,0.013813,0.006393,259887,0.009883
11/20/2024 0:00,PCX-USD,0.098095998,0.101616003,0.101841003,0.097042002,73460,0.101616003
11/20/2024 0:00,BIZA-USD,0.001741,0.001578,0.001757,0.001555,1201060,0.001578
11/20/2024 0:00,VAI-USD,1.000025987625122,0.9995170235633852,1.000309944152832,0.998147011,3476,0.9995170235633852
11/20/2024 0:00,APM-USD,0.003434,0.003423,0.00353,0.003366,435287,0.003423
11/20/2024 0:00,RFOX-USD,0.001102,0.001006,0.001102,0.001006,1297,0.001006
11/20/2024 0:00,IDEA-USD,0.000592,0.000697,0.000878,0.000572,554572,0.000697
11/20/2024 0:00,KUNCI-USD,0.001476,0.001367,0.001477,0.001367,4998,0.001367
11/21/2024 0:00,MANA-USD,0.395045012,0.413928986,0.414025009,0.385526001,108286766,0.413928986
11/21/2024 0:00,GRG-USD,0.997780025,1.185003995895385,1.277660965919494,0.997780025,21,1.185003995895385
11/21/2024 0:00,WSI20848-USD,0.008908,0.009225,0.009371,0.008766,96583,0.009225
11/21/2024 0:00,GO-USD,0.003459,0.003378,0.003891,0.002937,841,0.003378
11/21/2024 0:00,LAND11245-USD,1.412065982818603,1.440171957015991,1.4533580541610711,1.375574946403503,53811,1.440171957015991
11/21/2024 0:00,PKT9523-USD,0.000941,0.001027,0.001027,0.000937,447,0.001027
11/21/2024 0:00,CHEEMS-USD,0.00092,0.000666,0.000929,0.000475,146146,0.000666
